day_in_year,hr,mean_power,seq
04/02/2017,7,20790.508477,824
04/02/2017,8,22753.220337,825
04/02/2017,9,27128.135592,826
04/02/2017,10,31021.016952,827
04/02/2017,11,33339.661018,828
04/02/2017,12,34263.050847,829
04/02/2017,13,33941.694917,830
04/02/2017,14,33882.711863,831
04/02/2017,15,32074.576272,832
04/02/2017,16,31310.847458,833
04/02/2017,17,32930.847457,834
04/02/2017,18,41090.847458,835
04/02/2017,19,41698.983052,836
04/02/2017,20,40801.016948,837
04/02/2017,21,39712.881355,838
04/02/2017,22,36664.067797,839
04/02/2017,23,32612.542372,840
05/02/2017,0,28068.81356,841
05/02/2017,1,24791.18644,842
05/02/2017,2,22713.559322,843
05/02/2017,3,21679.322033,844
05/02/2017,4,21509.491528,845
05/02/2017,5,21921.355932,846
05/02/2017,6,21850.16949,847
05/02/2017,7,18455.593222,848
05/02/2017,8,19477.627118,849
05/02/2017,9,22492.881357,850
05/02/2017,10,25870.16949,851
05/02/2017,11,28730.847457,852
05/02/2017,12,30022.372882,853
05/02/2017,13,30738.305087,854
05/02/2017,14,30136.271187,855
05/02/2017,15,29216.949152,856
05/02/2017,16,28004.745763,857
05/02/2017,17,28943.38983,858
05/02/2017,18,37625.084745,859
05/02/2017,19,39110.847458,860
05/02/2017,20,39199.322035,861
05/02/2017,21,38495.59322,862
05/02/2017,22,36956.949153,863
05/02/2017,23,32230.169493,864
06/02/2017,0,27643.728813,865
06/02/2017,1,24456.610168,866
06/02/2017,2,22840.677967,867
06/02/2017,3,22010.847457,868
06/02/2017,4,21822.711863,869
06/02/2017,5,22631.18644,870
06/02/2017,6,23244.406778,871
06/02/2017,7,20829.152543,872
06/02/2017,8,23543.389832,873
06/02/2017,9,27411.864407,874
06/02/2017,10,30993.559323,875
06/02/2017,11,33154.57627,876
06/02/2017,12,34112.542375,877
06/02/2017,13,33669.152542,878
06/02/2017,14,33209.491525,879
06/02/2017,15,32669.491527,880
06/02/2017,16,31565.084747,881
06/02/2017,17,32368.474577,882
06/02/2017,18,41020.677965,883
06/02/2017,19,41829.15254,884
06/02/2017,20,41846.440677,885
06/02/2017,21,40136.949153,886
06/02/2017,22,37309.83051,887
06/02/2017,23,32655.254237,888
07/02/2017,0,27538.98305,889
07/02/2017,1,24531.864408,890
07/02/2017,2,23066.44068,891
07/02/2017,3,22287.457627,892
07/02/2017,4,22338.305083,893
07/02/2017,5,23040,894
07/02/2017,6,23720.338983,895
07/02/2017,7,21077.288137,896
07/02/2017,8,23766.101695,897
07/02/2017,9,27814.576272,898
07/02/2017,10,31033.22034,899
07/02/2017,11,33565.423727,900
07/02/2017,12,34052.542373,901
07/02/2017,13,34037.288135,902
07/02/2017,14,33563.38983,903
07/02/2017,15,32832.203392,904
07/02/2017,16,31540.677967,905
07/02/2017,17,32829.152542,906
07/02/2017,18,41173.220342,907
07/02/2017,19,41587.118645,908
07/02/2017,20,41333.898305,909
07/02/2017,21,40120.677965,910
07/02/2017,22,37333.220337,911
07/02/2017,23,32901.355932,912
08/02/2017,0,27966.101693,913
08/02/2017,1,24776.949152,914
08/02/2017,2,23193.559322,915
08/02/2017,3,22249.830508,916
08/02/2017,4,22107.45763,917
08/02/2017,5,23013.559323,918
08/02/2017,6,23604.40678,919
08/02/2017,7,21206.440677,920
08/02/2017,8,24068.135593,921
08/02/2017,9,27895.932205,922
08/02/2017,10,30524.745763,923
08/02/2017,11,32975.59322,924
08/02/2017,12,33777.966103,925
08/02/2017,13,33950.84746,926
08/02/2017,14,32930.847458,927
08/02/2017,15,32457.9661,928
08/02/2017,16,31667.796612,929
08/02/2017,17,32431.525422,930
08/02/2017,18,40898.644067,931
08/02/2017,19,41652.20339,932
08/02/2017,20,41754.915253,933
08/02/2017,21,40429.830507,934
08/02/2017,22,37174.57627,935
08/02/2017,23,32566.77966,936
09/02/2017,0,28252.881357,937
09/02/2017,1,24952.881357,938
09/02/2017,2,23156.949153,939
09/02/2017,3,22269.15254,940
09/02/2017,4,22706.440678,941
09/02/2017,5,23360.338983,942
09/02/2017,6,23470.169492,943
09/02/2017,7,21018.305085,944
09/02/2017,8,23693.898303,945
09/02/2017,9,27317.288135,946
09/02/2017,10,30429.152543,947
09/02/2017,11,32617.627118,948
09/02/2017,12,33796.271188,949
09/02/2017,13,33461.694917,950
09/02/2017,14,33327.457628,951
09/02/2017,15,32665.423727,952
09/02/2017,16,32157.9661,953
09/02/2017,17,33030.508473,954
09/02/2017,18,41154.915253,955
09/02/2017,19,41431.525422,956
09/02/2017,20,41607.457627,957
09/02/2017,21,40235.593222,958
09/02/2017,22,37764.40678,959
09/02/2017,23,33258.305085,960
10/02/2017,0,28492.881357,961
10/02/2017,1,25236.610172,962
10/02/2017,2,23356.271188,963
10/02/2017,3,22349.491525,964
10/02/2017,4,22409.491525,965
10/02/2017,5,23235.254238,966
10/02/2017,6,23542.372882,967
10/02/2017,7,21601.01695,968
10/02/2017,8,24167.79661,969
10/02/2017,9,24009.152543,970
10/02/2017,10,28217.288137,971
10/02/2017,11,30434.237288,972
10/02/2017,12,30773.898307,973
10/02/2017,13,31325.084747,974
10/02/2017,14,32817.966102,975
10/02/2017,15,34133.898305,976
10/02/2017,16,35199.661018,977
10/02/2017,17,36808.474577,978
10/02/2017,18,42954.915253,979
10/02/2017,19,42746.440678,980
10/02/2017,20,42294.915253,981
10/02/2017,21,40395.254238,982
10/02/2017,22,37217.288135,983
10/02/2017,23,33295.932202,984
11/02/2017,0,28397.288135,985
11/02/2017,1,25130.847458,986
11/02/2017,2,23472.20339,987
11/02/2017,3,22478.644068,988
11/02/2017,4,22174.576272,989
11/02/2017,5,23248.474575,990
11/02/2017,6,23439.661017,991
11/02/2017,7,20712.20339,992
11/02/2017,8,22921.016948,993
11/02/2017,9,26440.677967,994
11/02/2017,10,30461.694918,995
11/02/2017,11,33016.271187,996
11/02/2017,12,34001.694915,997
11/02/2017,13,34365.762713,998
11/02/2017,14,34158.305085,999
11/02/2017,15,33336.610172,1000
11/02/2017,16,33714.915255,1001
11/02/2017,17,34611.864408,1002
11/02/2017,18,41731.525422,1003
11/02/2017,19,43072.881355,1004
11/02/2017,20,42277.627118,1005
11/02/2017,21,40531.525423,1006
11/02/2017,22,37740,1007
11/02/2017,23,33827.79661,1008
12/02/2017,0,29035.932202,1009
12/02/2017,1,25476.61017,1010
12/02/2017,2,23300.338982,1011
12/02/2017,3,22223.389832,1012
12/02/2017,4,21827.79661,1013
12/02/2017,5,22622.033897,1014
12/02/2017,6,22328.135593,1015
12/02/2017,7,19239.661017,1016
12/02/2017,8,19949.491525,1017
12/02/2017,9,22930.169493,1018
12/02/2017,10,26718.305085,1019
12/02/2017,11,29840.338983,1020
12/02/2017,12,32233.220338,1021
12/02/2017,13,33427.118643,1022
12/02/2017,14,33415.932203,1023
12/02/2017,15,32461.016952,1024
12/02/2017,16,31994.237288,1025
12/02/2017,17,34186.779662,1026
12/02/2017,18,41546.440678,1027
12/02/2017,19,42897.966102,1028
12/02/2017,20,43332.20339,1029
12/02/2017,21,39024.40678,1030
12/02/2017,22,37397.288137,1031
12/02/2017,23,32052.20339,1032
13/02/2017,0,27457.627118,1033
13/02/2017,1,24699.661017,1034
13/02/2017,2,23251.525425,1035
13/02/2017,3,22372.881358,1036
13/02/2017,4,22283.389832,1037
13/02/2017,5,23600.338982,1038
13/02/2017,6,24388.474577,1039
13/02/2017,7,24268.474575,1040
13/02/2017,8,26246.440678,1041
13/02/2017,9,29490.508475,1042
13/02/2017,10,32599.322035,1043
13/02/2017,11,34753.22034,1044
13/02/2017,12,36746.440677,1045
13/02/2017,13,38398.983052,1046
13/02/2017,14,36230.847457,1047
13/02/2017,15,35532.20339,1048
13/02/2017,16,34823.389832,1049
13/02/2017,17,35093.898305,1050
13/02/2017,18,43058.644067,1051
13/02/2017,19,44152.881357,1052
13/02/2017,20,44059.322033,1053
13/02/2017,21,42099.661018,1054
13/02/2017,22,38153.898305,1055
13/02/2017,23,32650.169492,1056
14/02/2017,0,27930.508475,1057
14/02/2017,1,24953.898307,1058
14/02/2017,2,23179.322033,1059
14/02/2017,3,22387.118647,1060
14/02/2017,4,22696.271187,1061
14/02/2017,5,23941.016948,1062
14/02/2017,6,24434.237288,1063
14/02/2017,7,24242.033898,1064
14/02/2017,8,25103.38983,1065
14/02/2017,9,27499.322033,1066
14/02/2017,10,29987.79661,1067
14/02/2017,11,32075.59322,1068
14/02/2017,12,32955.25424,1069
14/02/2017,13,32945.084747,1070
14/02/2017,14,32275.932203,1071
14/02/2017,15,28078.98305,1072
14/02/2017,16,28557.966103,1073
14/02/2017,17,29089.830508,1074
14/02/2017,18,37495.932202,1075
14/02/2017,19,38586.101695,1076
14/02/2017,20,37998.305085,1077
14/02/2017,21,36932.542373,1078
14/02/2017,22,36271.525423,1079
14/02/2017,23,32650.169493,1080
15/02/2017,0,27596.949153,1081
15/02/2017,1,24499.322035,1082
15/02/2017,2,22613.898303,1083
15/02/2017,3,22138.983052,1084
15/02/2017,4,22405.423727,1085
15/02/2017,5,23249.491527,1086
15/02/2017,6,23559.661018,1087
15/02/2017,7,23621.694918,1088
15/02/2017,8,26373.559323,1089
15/02/2017,9,26426.440678,1090
15/02/2017,10,28178.644068,1091
15/02/2017,11,30052.881355,1092
15/02/2017,12,33676.271187,1093
15/02/2017,13,35156.949153,1094
15/02/2017,14,33987.45763,1095
15/02/2017,15,33975.254238,1096
15/02/2017,16,33940.677965,1097
15/02/2017,17,34533.559322,1098
15/02/2017,18,41194.576272,1099
15/02/2017,19,42335.59322,1100
15/02/2017,20,43020.000002,1101
15/02/2017,21,40627.118643,1102
15/02/2017,22,37104.40678,1103
15/02/2017,23,31788.813557,1104
16/02/2017,0,27250.169492,1105
16/02/2017,1,24471.864405,1106
16/02/2017,2,23010.508475,1107
16/02/2017,3,22154.237288,1108
16/02/2017,4,22389.15254,1109
16/02/2017,5,23505.762712,1110
16/02/2017,6,23826.101693,1111
16/02/2017,7,24067.118643,1112
16/02/2017,8,26821.016948,1113
16/02/2017,9,30328.474577,1114
16/02/2017,10,32229.152542,1115
16/02/2017,11,34018.983052,1116
16/02/2017,12,35132.542372,1117
16/02/2017,13,34000.677967,1118
16/02/2017,14,33246.101697,1119
16/02/2017,15,33097.627118,1120
16/02/2017,16,31673.898303,1121
16/02/2017,17,32752.881355,1122
16/02/2017,18,41003.389832,1123
16/02/2017,19,42336.610168,1124
16/02/2017,20,42852.203392,1125
16/02/2017,21,41491.525422,1126
16/02/2017,22,38227.118643,1127
16/02/2017,23,32704.067795,1128
17/02/2017,0,27859.322033,1129
17/02/2017,1,24782.033898,1130
17/02/2017,2,23051.18644,1131
17/02/2017,3,22270.16949,1132
17/02/2017,4,22391.18644,1133
17/02/2017,5,23533.22034,1134
17/02/2017,6,24032.542373,1135
17/02/2017,7,24333.559323,1136
17/02/2017,8,26004.406778,1137
17/02/2017,9,29302.37288,1138
17/02/2017,10,32165.084747,1139
17/02/2017,11,34347.457628,1140
17/02/2017,12,33870.508475,1141
17/02/2017,13,34212.20339,1142
17/02/2017,14,34537.627117,1143
17/02/2017,15,34091.18644,1144
17/02/2017,16,33861.355933,1145
17/02/2017,17,34652.542373,1146
17/02/2017,18,41749.830507,1147
17/02/2017,19,42770.847462,1148
17/02/2017,20,42604.067797,1149
17/02/2017,21,41326.77966,1150
17/02/2017,22,38195.593222,1151
17/02/2017,23,33685.42373,1152
18/02/2017,0,28761.355933,1153
18/02/2017,1,25508.135593,1154
18/02/2017,2,23629.830508,1155
18/02/2017,3,23013.559322,1156
18/02/2017,4,22895.593218,1157
18/02/2017,5,23510.847457,1158
18/02/2017,6,22280.338983,1159
18/02/2017,7,22576.271185,1160
18/02/2017,8,25126.779662,1161
18/02/2017,9,28952.542372,1162
18/02/2017,10,32504.745765,1163
18/02/2017,11,34576.271185,1164
18/02/2017,12,34898.644067,1165
18/02/2017,13,35106.101693,1166
18/02/2017,14,34455.254238,1167
18/02/2017,15,33575.59322,1168
18/02/2017,16,31978.983052,1169
18/02/2017,17,32592.203388,1170
18/02/2017,18,40746.101693,1171
18/02/2017,19,42762.711862,1172
18/02/2017,20,42569.491525,1173
18/02/2017,21,41038.983052,1174
18/02/2017,22,37734.915255,1175
18/02/2017,23,33581.694917,1176
19/02/2017,0,28785.76271,1177
19/02/2017,1,25290.508473,1178
19/02/2017,2,22760.338983,1179
19/02/2017,3,21740.338983,1180
19/02/2017,4,21451.525425,1181
19/02/2017,5,22492.881355,1182
19/02/2017,6,21838.98305,1183
19/02/2017,7,19241.694915,1184
19/02/2017,8,20935.932202,1185
19/02/2017,9,24131.18644,1186
19/02/2017,10,27731.18644,1187
19/02/2017,11,30549.15254,1188
19/02/2017,12,30230.847457,1189
19/02/2017,13,32249.491527,1190
19/02/2017,14,34098.305083,1191
19/02/2017,15,33934.576272,1192
19/02/2017,16,33163.728815,1193
19/02/2017,17,33894.915255,1194
19/02/2017,18,41199.661018,1195
19/02/2017,19,42458.644065,1196
19/02/2017,20,42582.711865,1197
19/02/2017,21,41047.118645,1198
19/02/2017,22,37458.305085,1199
19/02/2017,23,31957.627117,1200
20/02/2017,0,27072.203392,1201
20/02/2017,1,24227.79661,1202
20/02/2017,2,22307.79661,1203
20/02/2017,3,21259.322033,1204
20/02/2017,4,21313.22034,1205
20/02/2017,5,22711.525427,1206
20/02/2017,6,22995.254237,1207
20/02/2017,7,23447.79661,1208
20/02/2017,8,25617.9661,1209
20/02/2017,9,28571.186442,1210
20/02/2017,10,32449.830508,1211
20/02/2017,11,35701.016948,1212
20/02/2017,12,37735.932205,1213
20/02/2017,13,37916.949152,1214
20/02/2017,14,36457.627118,1215
20/02/2017,15,36114.915255,1216
20/02/2017,16,36675.254237,1217
20/02/2017,17,38658.305085,1218
20/02/2017,18,43642.372882,1219
20/02/2017,19,43874.237287,1220
20/02/2017,20,43647.457625,1221
20/02/2017,21,41381.694915,1222
20/02/2017,22,36550.169495,1223
20/02/2017,23,31036.271185,1224
21/02/2017,0,26677.627117,1225
21/02/2017,1,23766.101693,1226
21/02/2017,2,22047.457627,1227
21/02/2017,3,21421.016948,1228
21/02/2017,4,21444.406778,1229
21/02/2017,5,22430.847458,1230
21/02/2017,6,22581.355932,1231
21/02/2017,7,22948.474575,1232
21/02/2017,8,25008.813557,1233
21/02/2017,9,28493.898305,1234
21/02/2017,10,32168.135592,1235
21/02/2017,11,35314.57627,1236
21/02/2017,12,37352.542373,1237
21/02/2017,13,38071.525425,1238
21/02/2017,14,37189.830508,1239
21/02/2017,15,36151.525423,1240
21/02/2017,16,35268.813558,1241
21/02/2017,17,37351.525423,1242
21/02/2017,18,42227.796608,1243
21/02/2017,19,43938.305083,1244
21/02/2017,20,43608.813558,1245
21/02/2017,21,41382.711865,1246
21/02/2017,22,37358.644068,1247
21/02/2017,23,32211.864405,1248
22/02/2017,0,27279.661017,1249
22/02/2017,1,24242.0339,1250
22/02/2017,2,23736.610168,1251
22/02/2017,3,23234.237288,1252
22/02/2017,4,23244.406778,1253
22/02/2017,5,24737.288135,1254
22/02/2017,6,24713.898305,1255
22/02/2017,7,25612.881355,1256
22/02/2017,8,28191.864408,1257
22/02/2017,9,30108.81356,1258
22/02/2017,10,31825.423732,1259
22/02/2017,11,33977.288135,1260
22/02/2017,12,35576.949153,1261
22/02/2017,13,35199.661017,1262
22/02/2017,14,34765.423728,1263
22/02/2017,15,34101.355933,1264
22/02/2017,16,34538.644068,1265
22/02/2017,17,33951.864407,1266
22/02/2017,18,40543.728813,1267
22/02/2017,19,42101.694917,1268
22/02/2017,20,42027.457625,1269
22/02/2017,21,40299.661017,1270
22/02/2017,22,36662.0339,1271
22/02/2017,23,32120.338982,1272
23/02/2017,0,28552.881357,1273
23/02/2017,1,25207.118643,1274
23/02/2017,2,23192.542373,1275
23/02/2017,3,22455.254238,1276
23/02/2017,4,21903.05085,1277
23/02/2017,5,23599.322035,1278
23/02/2017,6,23383.728815,1279
23/02/2017,7,23538.305083,1280
23/02/2017,8,26663.389832,1281
23/02/2017,9,30521.694915,1282
23/02/2017,10,34209.152543,1283
23/02/2017,11,36642.711863,1284
23/02/2017,12,38513.898307,1285
23/02/2017,13,37539.661017,1286
23/02/2017,14,36582.711865,1287
23/02/2017,15,35308.474578,1288
23/02/2017,16,34147.118645,1289
23/02/2017,17,33825.762712,1290
23/02/2017,18,41771.186442,1291
23/02/2017,19,44492.542373,1292
23/02/2017,20,44400.000002,1293
23/02/2017,21,42890.847457,1294
23/02/2017,22,39285.762712,1295
23/02/2017,23,34023.050847,1296
24/02/2017,0,28726.77966,1297
24/02/2017,1,25129.830508,1298
24/02/2017,2,23477.288135,1299
24/02/2017,3,22647.457627,1300
24/02/2017,4,22348.474575,1301
24/02/2017,5,23808.813562,1302
24/02/2017,6,23357.288137,1303
24/02/2017,7,23358.305085,1304
24/02/2017,8,25747.118645,1305
24/02/2017,9,29096.949153,1306
24/02/2017,10,31914.915253,1307
24/02/2017,11,32838.305083,1308
24/02/2017,12,32851.525423,1309
24/02/2017,13,33538.98305,1310
24/02/2017,14,33442.372882,1311
24/02/2017,15,33026.440675,1312
24/02/2017,16,32414.237288,1313
24/02/2017,17,32174.23729,1314
24/02/2017,18,40524.40678,1315
24/02/2017,19,43633.220338,1316
24/02/2017,20,43765.423727,1317
24/02/2017,21,42080.338985,1318
24/02/2017,22,37716.61017,1319
24/02/2017,23,32619.661018,1320
25/02/2017,0,27706.77966,1321
25/02/2017,1,24273.559325,1322
25/02/2017,2,22733.898307,1323
25/02/2017,3,21963.050848,1324
25/02/2017,4,21720,1325
25/02/2017,5,22839.661017,1326
25/02/2017,6,21738.305083,1327
25/02/2017,7,20877.966102,1328
25/02/2017,8,23669.491525,1329
25/02/2017,9,27611.18644,1330
25/02/2017,10,31428.813558,1331
25/02/2017,11,33560.338983,1332
25/02/2017,12,34252.881357,1333
25/02/2017,13,33907.118643,1334
25/02/2017,14,33209.491527,1335
25/02/2017,15,32722.372883,1336
25/02/2017,16,31536.61017,1337
25/02/2017,17,31212.20339,1338
25/02/2017,18,38795.593222,1339
25/02/2017,19,42579.661017,1340
25/02/2017,20,42541.016948,1341
25/02/2017,21,41154.915253,1342
25/02/2017,22,38732.542373,1343
25/02/2017,23,34443.050847,1344
26/02/2017,0,29470.16949,1345
26/02/2017,1,25845.762712,1346
26/02/2017,2,23820.000002,1347
26/02/2017,3,22842.711867,1348
26/02/2017,4,22677.966102,1349
26/02/2017,5,23643.050848,1350
26/02/2017,6,21879.661017,1351
26/02/2017,7,20132.542373,1352
26/02/2017,8,21775.932203,1353
26/02/2017,9,25354.576272,1354
26/02/2017,10,29081.694913,1355
26/02/2017,11,31547.796612,1356
26/02/2017,12,32376.610168,1357
26/02/2017,13,32933.898307,1358
26/02/2017,14,31751.18644,1359
26/02/2017,15,31041.355933,1360
26/02/2017,16,29988.813558,1361
26/02/2017,17,30367.118647,1362
26/02/2017,18,37736.949152,1363
26/02/2017,19,41456.949152,1364
26/02/2017,20,42070.169492,1365
26/02/2017,21,41140.677968,1366
26/02/2017,22,38300.338985,1367
26/02/2017,23,32956.271188,1368
27/02/2017,0,28030.169492,1369
27/02/2017,1,24743.38983,1370
27/02/2017,2,23143.728815,1371
27/02/2017,3,22083.050848,1372
27/02/2017,4,22562.0339,1373
27/02/2017,5,23775.254237,1374
27/02/2017,6,22880.338982,1375
27/02/2017,7,23185.423728,1376
27/02/2017,8,25886.440682,1377
27/02/2017,9,28685.084745,1378
27/02/2017,10,31726.779662,1379
27/02/2017,11,33572.542375,1380
27/02/2017,12,34404.406778,1381
27/02/2017,13,34462.372882,1382
27/02/2017,14,34604.74576,1383
27/02/2017,15,34070.847457,1384
27/02/2017,16,32949.152543,1385
27/02/2017,17,32153.898305,1386
27/02/2017,18,40316.949152,1387
27/02/2017,19,43670.847457,1388
27/02/2017,20,43568.135592,1389
27/02/2017,21,41733.559322,1390
27/02/2017,22,37900.677967,1391
27/02/2017,23,32341.016952,1392
28/02/2017,0,27467.796612,1393
28/02/2017,1,24588.813562,1394
28/02/2017,2,23110.16949,1395
28/02/2017,3,22471.525425,1396
28/02/2017,4,22365.762712,1397
28/02/2017,5,23824.067798,1398
28/02/2017,6,22553.898307,1399
28/02/2017,7,23066.440677,1400
28/02/2017,8,25686.101693,1401
28/02/2017,9,28198.98305,1402
28/02/2017,10,31946.440678,1403
28/02/2017,11,33883.728813,1404
28/02/2017,12,34955.593218,1405
28/02/2017,13,34837.62712,1406
28/02/2017,14,33360,1407
28/02/2017,15,32701.01695,1408
28/02/2017,16,32465.084745,1409
28/02/2017,17,32618.644067,1410
28/02/2017,18,40023.050848,1411
28/02/2017,19,43509.15254,1412
28/02/2017,20,43296.61017,1413
28/02/2017,21,41508.81356,1414
28/02/2017,22,37709.491527,1415
28/02/2017,23,32155.932202,1416
